Player,FantPos,Age,GamesPlayed,GamesStarted,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Receptions,RecYds,RecYdsPerReception,RecTD,Fumbles,FumblesLost,TotalTD,TwoPtConvMade,TwoPtConvPassing,FantasyPts,FantasyPtsPPR,FantasyPtsDraftKings,FantasyPtsFanDuel,VBD,PosRank,OverallRank,Year,SelectedToProBowl,FirstTeamAllPro,Team_ARI,Team_ATL,Team_BAL,Team_BUF,Team_CAR,Team_CHI,Team_CIN,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GNB,Team_HOU,Team_IND,Team_JAX,Team_KAN,Team_LAC,Team_LAR,Team_LVR,Team_MIA,Team_MIN,Team_NOR,Team_NWE,Team_NYG,Team_NYJ,Team_PHI,Team_PIT,Team_SEA,Team_SFO,Team_TAM,Team_TEN,Team_WAS
Preston Williams,WR,23,8,7,0,0,0,0,0,0,0,,0,35,18,288,16.0,4,0.0,0,4,2.0,,57.0,74.8,77.8,65.8,,89,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Jalen Reagor,WR,21,11,11,0,0,0,0,0,4,26,6.5,0,54,31,396,12.77,1,2.0,0,2,1.0,,56.0,87.2,90.2,71.7,,90,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Keke Coutee,WR,23,8,4,0,0,0,0,0,0,0,,0,40,33,400,12.12,3,4.0,3,3,1.0,,54.0,87.0,93.0,70.5,,92,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cam Sims,WR,24,16,10,0,0,0,0,0,1,5,5.0,0,48,32,477,14.91,1,1.0,0,1,,,54.0,86.2,89.2,70.2,,91,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Golden Tate,WR,32,12,4,1,2,18,0,0,0,0,,0,52,35,388,11.09,2,0.0,0,2,,,52.0,86.5,89.5,69.0,,93,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Miles Boykin,WR,24,16,13,0,0,0,0,0,0,0,,0,33,19,266,14.0,4,0.0,0,4,,,51.0,69.6,72.6,60.1,,95,,2020,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jakeem Grant,WR,28,14,4,0,0,0,0,0,3,20,6.67,0,54,36,373,10.36,1,2.0,0,2,,,51.0,87.3,90.3,69.3,,94,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Sammy Watkins,WR,27,10,9,0,1,0,0,1,1,3,3.0,0,55,37,421,11.38,2,1.0,1,2,,,50.0,87.4,92.4,69.9,,96,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cordarrelle Patterson,WR,29,16,3,0,0,0,0,0,64,232,3.63,1,25,21,132,6.29,0,0.0,0,2,,,48.0,69.4,75.4,58.9,,97,,2020,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deebo Samuel,WR,24,7,5,0,0,0,0,0,8,26,3.25,0,44,33,391,11.85,1,0.0,0,1,,,48.0,80.7,83.7,64.2,,98,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Quintez Cephus,WR,22,13,2,0,0,0,0,0,0,0,,0,35,20,349,17.45,2,0.0,0,2,,,47.0,66.9,69.9,56.9,,99,,2020,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Larry Fitzgerald,WR,37,13,13,0,0,0,0,0,0,0,,0,72,54,409,7.57,1,0.0,0,1,,,47.0,100.9,103.9,73.9,,100,,2020,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kenny Golladay,WR,27,5,5,0,0,0,0,0,0,0,,0,32,20,338,16.9,2,0.0,0,2,,,46.0,65.8,68.8,55.8,,101,,2020,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Donovan Peoples-Jones,WR,21,12,2,0,0,0,0,0,0,0,,0,20,14,304,21.71,2,0.0,0,2,1.0,,44.0,58.4,61.4,51.4,,102,,2020,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael Thomas,WR,27,7,5,0,0,0,0,0,1,1,1.0,0,55,40,438,10.95,0,0.0,0,0,,,44.0,83.9,86.9,63.9,,103,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Marvin Hall,WR,27,12,6,0,0,0,0,0,1,1,1.0,0,32,18,302,16.78,2,0.0,0,2,,,42.0,60.3,63.3,51.3,,104,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
N'Keal Harry,WR,23,14,9,0,0,0,0,0,2,0,0.0,0,57,33,309,9.36,2,1.0,1,2,,,41.0,73.9,77.9,57.4,,107,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Richie James,WR,25,11,7,0,0,0,0,0,0,0,,0,35,23,394,17.13,1,2.0,2,1,,,41.0,64.4,69.4,52.9,,105,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Collin Johnson,WR,23,14,0,0,0,0,0,0,0,0,,0,31,18,272,15.11,2,0.0,0,2,1.0,,41.0,59.2,62.2,50.2,,106,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DaeSean Hamilton,WR,25,16,2,0,0,0,0,0,0,0,,0,44,23,293,12.74,2,1.0,1,2,,,39.0,62.3,66.3,50.8,,108,,2020,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Denzel Mims,WR,23,9,8,0,0,0,0,0,0,0,,0,44,23,357,15.52,0,0.0,0,0,1.0,,38.0,60.7,63.7,49.2,,109,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Julian Edelman,WR,34,6,1,2,2,38,0,0,2,22,11.0,0,39,21,315,15.0,0,0.0,0,0,,,35.0,56.2,59.2,45.7,,110,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Adam Humphries,WR,27,7,1,0,0,0,0,0,0,0,,0,35,23,228,9.91,2,0.0,0,2,,,35.0,57.8,60.8,46.3,,111,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cedrick Wilson Jr.,WR,25,16,0,2,2,23,1,0,3,-12,-4.0,0,28,17,189,11.12,2,0.0,0,2,,,35.0,51.6,54.6,43.1,,112,,2020,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andy Isabella,WR,24,13,2,0,0,0,0,0,1,-6,-6.0,0,35,21,224,10.67,2,1.0,0,2,,,34.0,54.8,57.8,44.3,,113,,2020,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Devin Duvernay,WR,23,16,3,0,0,0,0,0,4,70,17.5,0,26,20,201,10.05,0,0.0,0,1,,,33.0,53.1,56.1,43.1,,115,,2020,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Olamide Zaccheaus,WR,23,11,2,0,0,0,0,0,1,0,0.0,0,32,20,274,13.7,1,0.0,0,1,,,33.0,53.4,56.4,43.4,,114,,2020,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DeSean Jackson,WR,34,5,5,0,0,0,0,0,1,12,12.0,0,26,14,236,16.86,1,0.0,0,1,,,31.0,44.8,47.8,37.8,,116,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Chad Beebe,WR,26,14,0,0,0,0,0,0,0,0,,0,30,20,201,10.05,2,2.0,1,2,,,30.0,50.1,54.1,40.1,,118,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Chad Hansen,WR,25,5,2,0,0,0,0,0,0,0,,0,24,17,236,13.88,1,0.0,0,1,,,30.0,46.6,49.6,38.1,,119,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Steven Sims,WR,23,12,2,0,0,0,0,0,1,18,18.0,0,37,27,265,9.81,1,4.0,2,1,,,30.0,57.3,62.3,43.8,,117,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Tyler Johnson,WR,22,14,3,0,0,0,0,0,0,0,,0,17,12,169,14.08,2,0.0,0,2,,,29.0,40.9,43.9,34.9,,120,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Isaiah Ford,WR,24,10,1,0,0,0,0,0,0,0,,0,44,28,276,9.86,0,0.0,0,0,,,28.0,55.6,58.6,41.6,,126,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Deonte Harty,WR,23,9,2,0,0,0,0,0,6,51,8.5,0,25,20,186,9.3,1,3.0,1,1,,,28.0,47.7,51.7,37.7,,125,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dontrelle Inman,WR,31,10,2,0,0,0,0,0,0,0,,0,28,18,163,9.06,2,1.0,0,2,,,28.0,46.3,49.3,37.3,,121,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Van Jefferson,WR,24,16,0,0,0,0,0,0,1,-1,-1.0,0,31,19,220,11.58,1,1.0,0,1,,,28.0,46.9,49.9,37.4,,123,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Byron Pringle,WR,27,13,3,0,0,0,0,0,0,0,,0,17,13,160,12.31,1,0.0,0,2,,,28.0,41.0,44.0,34.5,,122,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Freddie Swain,WR,22,16,1,0,0,0,0,0,0,0,,0,21,13,159,12.23,2,0.0,0,2,,,28.0,40.9,43.9,34.4,,124,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Mohamed Sanu,WR,31,10,4,0,0,0,0,0,1,3,3.0,0,24,17,187,11.0,1,0.0,0,1,1.0,,27.0,44.0,47.0,35.5,,127,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lynn Bowden Jr.,WR,23,10,4,1,2,32,0,0,9,32,3.56,0,37,28,211,7.54,0,0.0,0,0,,,26.0,53.6,56.6,39.6,,128,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Marcus Johnson,WR,26,11,3,0,0,0,0,0,0,0,,0,28,14,255,18.21,0,0.0,0,0,,,26.0,39.5,42.5,32.5,,129,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bryan Edwards,WR,22,12,3,0,0,0,0,0,0,0,,0,15,11,193,17.55,1,0.0,0,1,,,25.0,36.3,39.3,30.8,,130,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Zay Jones,WR,25,16,2,1,1,29,0,0,0,0,,0,20,14,154,11.0,1,0.0,0,1,,,23.0,36.6,39.6,29.6,,131,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Mack Hollins,WR,27,16,2,0,0,0,0,0,0,0,,0,25,16,176,11.0,1,1.0,1,1,,,22.0,37.6,41.6,29.6,,132,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Marquez Callaway,WR,22,11,3,0,0,0,0,0,0,0,,0,27,21,213,10.14,0,0.0,0,0,,,21.0,42.3,45.3,31.8,,133,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Olabisi Johnson,WR,23,16,3,0,0,0,0,0,0,0,,0,19,14,189,13.5,0,0.0,0,0,1.0,,21.0,34.9,37.9,27.9,,134,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Gunner Olszewski,WR,24,13,2,0,0,0,0,0,5,23,4.6,0,5,5,62,12.4,1,1.0,0,2,,,21.0,25.5,25.5,23.0,,135,,2020,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Kenny Stills,WR,28,10,0,0,0,0,0,0,0,0,,0,19,11,144,13.09,1,0.0,0,1,,,20.0,31.4,34.4,25.9,,136,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
John Hightower,WR,24,13,4,0,0,0,0,0,1,1,1.0,0,29,10,167,16.7,0,0.0,0,0,1.0,,19.0,28.8,31.8,23.8,,138,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Isaiah Wright,WR,23,14,6,0,1,0,0,0,3,16,5.33,0,35,27,197,7.3,0,3.0,1,0,,,19.0,46.3,50.3,32.8,,137,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Cameron Batson,WR,25,12,1,0,0,0,0,0,4,20,5.0,0,13,12,100,8.33,1,1.0,0,1,,,18.0,30.0,33.0,24.0,,141,,2020,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
